respID,raceAfricanAmOrBlack,raceAsian,raceWhite,raceIndian,raceMiddleEast,raceLatino,raceNativeAm,racePacificIsl,raceOther,whereLive,religion,religionOther
R_3h4uyCjzkw9IirZ,,,European/Causasian,,,,,,,City,Spiritual practice not associated with a specific religion,
R_3hF123vcyEPuQvN,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_3HFB2d8dr36Aaiz,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3HSozkIgH7rIQVy,,,,,,,,,,,,
R_3Ibl6h3fUuYBUuW,,,European/Causasian,,,,,,,City,Muslim,
R_3ipXdBK6DIXrB1D,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_3iqg19huBoPCsl1,,,,,,,,,,,,
R_3ir43Lptw2ZDNiO,African American or Black,,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_3irPUQZgSggARoT,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_3IYxzwbS6feusFr,,,,,,,,,,,,
R_3j37G0h8bTnzHUx,,Asian,,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_3J3L8EAzFVrFKSs,,,European/Causasian,,,,,,,City,Spiritual practice not associated with a specific religion,
R_3J5fZXovoP8izlK,African American or Black,,,,,,,,,Rural area,Spiritual practice not associated with a specific religion,
R_3jfgGkmWCxLfsKF,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_3JgW7UptDBsDCIS,African American or Black,,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_3JIDgumTFZSEO1T,,,European/Causasian,,,,,,,Suburb,Jewish,
R_3JlPmkvwRuCAE3F,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_3Jz5TD1jYDQKTBq,,,European/Causasian,,,,,,,City,Jewish,
R_3KBZtvI4dxDbS15,,,,,,,,,,,,
R_3ki7NpDxB2UhiwS,,,,,,,,,,,,
R_3KJhB29PFzcifaI,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_3kmPoLLsLwAXsVn,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_3kpiva1sTIJhQBL,,,European/Causasian,,,,,,,City,Other,Pagan
R_3KTPWYphV5gpdN2,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_3KuvPsg5EFtNik7,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3KUYFfAht92TMrH,,Asian,,,,,,,,Suburb,Do not actively practice a particular religion,
R_3L6gqI6AAMVK45D,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_3LhDYBCqfcSEuZg,,Asian,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_3LisTcpPMj2zjQm,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_3LjaFekc4rdaqlW,,,European/Causasian,,,,,,,Suburb,Other,Christian
R_3lK55FwyQPuGC9b,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_3M0brhKqSFkhiMO,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_3Ma1xHxHlGSfKaP,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_3MhBRsP22isjBZd,African American or Black,,,,,,,,,City,Do not actively practice a particular religion,
R_3MtaDtpt5IUM5bb,,Asian,,,,,,,,City,Hindu,
R_3nima8nNePJ6Ofl,,,European/Causasian,,,,,,,Suburb,Jewish,
R_3nT2j7GfWD2zDx5,,,,,,,,,Multi-racial (Asian/White),Suburb,Do not actively practice a particular religion,
R_3nwSpjHLyvWB7Gx,,,European/Causasian,,,,,,,City,Jewish,
R_3O6zDugRZkfFAsb,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_3O7Gk2xVoW25GmE,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_3Op1fhyIydK0JMe,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3oYIMiAtgEbQHQB,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_3oz5hSLfcIyCbvg,,,,,,,,,,,,
R_3phuh0YUE9xXjLq,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3PLgIbGig6myNFX,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_3PMOupAgifZwkoC,,,,,,,,,,,,
R_3prs5JkgHbyIi9V,African American or Black,,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_3ptmSq3TM9lSR8k,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_3PuvZXLIrEpeDfR,,,,,,,,,,,,
R_3PZgx8n2WafDpXO,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_3QFcCLMHSqfUuwz,,Asian,,,,,,,,City,Hindu,
R_3QGBTLL0pTlMrb5,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3qIhPPEw7f7JJoF,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_3QL6n4xqF1zgjAB,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_3QS1w7IW0HcSgV1,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3QVnpGhj4tgOlm9,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_3R7n9oYyWIl7z4i,African American or Black,,,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3RgDy8jnyXUHZGh,,,,,,,,,,,,
R_3rMVOgSb18wqQSZ,African American or Black,,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_3rNyXup15Q3FwDF,,,,,,,,,,,,
R_3rV8OClyj4hPs1L,,,,,,,,,,,,
R_3RvBJRUOD2dyTrF,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3s55e1z1k2HU5SB,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_3sAHgbM37ysDsHY,,,,,,"Latino, Hispanic, or Spanish",,,,City,Spiritual practice not associated with a specific religion,
R_3shmDXsZQdmKII2,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_3snKS3Vmjxit27k,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_3suytQS6aSMgA4o,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_3xBYs6Yj5FJk0mJ,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_3xfOxcG5PqUrvxL,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_4IANvsLEISWRYBP,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_4UX4r2P3S5GYssd,,,,,,,,,,,,
R_4VHO4lNTwOTGMhj,,,,,,,,,,,,
R_54tbYaVbQBuUQDf,,,,,,,,,,,,
R_57oYPMoxIouORjj,,,,,,,,,,,,
R_5d9v32Aac0G9Rtv,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_5thdQTMrHq7clZD,,,,,,"Latino, Hispanic, or Spanish",,,,City,Spiritual practice not associated with a specific religion,
R_5tjdhIEtyT05DYR,,,,,,,,,,,,
R_6GqXiMR4PTDlYwd,African American or Black,,,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_6h4eEfUbmEfFgGZ,,,European/Causasian,,,,,,,City,Jewish,
R_6sz6VOp5Dy1VS93,,Asian,,,,,,,,Suburb,Hindu,
R_72nGtFrw6n1gSyd,,,,,,,,,,,,
R_7OOfmehR73FV1vz,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_80LInc5qNTpHjXz,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_818oaEkOVvcl877,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_81TaruAjBOIRnLf,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_866TKsZomiq5LMZ,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_87UeaqktvPjrg7D,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_88GBSzHxC7yZ089,,Asian,,,,,,,,Rural area,Muslim,
R_8AfLCAL15QzXvX7,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_8IeNnG24wwwzwNv,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_8k3Q2wSs0c0ZeiV,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_8vI0I78LJztRRF7,,,,,,"Latino, Hispanic, or Spanish",,,,Rural area,Do not actively practice a particular religion,
R_9pepsAYARamZlap,,,European/Causasian,,,,,,,Suburb,Buddhist,
R_9Re1tMW7W3bHdFT,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_9RHBYk5DbW3wVWN,,Asian,,,,,,,,City,Do not actively practice a particular religion,
R_9RIY1kpqtcv2FRT,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_9ztqj0ImFmUkZcl,,,,,,,,,,,,
R_A0D6DqFcjH1U1Yl,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_A6uspqed7dbasN3,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_A7jO7V3R9In1s9b,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_AAOcd5vBQD6RLy1,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_AEDbnpvtClSzjP3,,,,,,,,,,,,
R_AFAB9YWIofs1QzL,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_afrJmZrVvdgpOE1,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_AHUmW17X7Tb0joB,,,,,,"Latino, Hispanic, or Spanish",,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_aVrUlNjK9aUWJwJ,African American or Black,,,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_b2wZQ8E3fiYdKSJ,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_bd6scm2xr0AzwL7,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_By8AawUFyy29Clb,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_cMuxgODewsAn6BX,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_cVoy24XfAA8lD7H,African American or Black,,,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_cwoCMHbKRvVQO9v,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_CZVMHQ7gHXQDrep,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_D00Pnf7W3NcR8TD,,,,,,,,,,,,
R_d1izV3XMFpfCRzz,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_daG0e7VcFREzEbj,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_DODfn4AtD3kd6Df,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_DwueLJwT2ruv2rT,,,,,,,,,,,,
R_eJmSoshtnmdzrYV,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_ekYQG8rKKFKaAZb,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_eKzPtNJJSCyUbex,African American or Black,,European/Causasian,,,,Native American,,,City,Do not actively practice a particular religion,
R_eyDpGtSfrNRfQiJ,,,,,,,,,,,,
R_NXra7TvTvRidd3b,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_O2wdwCaQYz3a0Ex,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_OHaifOGxVo9wJGx,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_OJfAp0d9SsqfsC5,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_OJv3H7cPEVtsefD,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_OlHYiJJRDEi9FDz,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_OoQ57amFi4zMHXH,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_OsaFoPGqxx5vq1P,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_oXELL1bw1yhUw6d,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_p4414eLcdW0F9yV,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_PBASXingQZ32e6B,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_pc6ErDd9r7seDkJ,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_PHBCdSe8mdeLvHz,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_POhZZhPzPlXoDO9,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_Q6Mi4dPCEqz3PQl,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_qC0bxzUneJorZyp,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_qD59m7g3q2Ee91v,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_qQ2K4ECEWIwsAnf,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_R45a8CwvB1uE2Fr,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_r90SRIcC56Ni9Sp,,,,,,,,,,,,
R_R9vzrnC5WeCSM2B,,,European/Causasian,,,,,,,City,Spiritual practice not associated with a specific religion,
R_rdxbt0v6xJ5ucWl,,,European/Causasian,,,,,,,Suburb,Buddhist,
R_rjLL9FBmVQeQeBz,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_rkCm63J0yOzGxb3,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_rliCdOiFJs4u8M1,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_ROz4oTPssjnK1DX,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_SC7TcaRn0RZQWGJ,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_SDHULhby3BSN853,,,,,,,Native American,,,City,"Christian (Catholic, Protestant, etc.)",
R_sGu3xpGGsIkQ5JT,,,,,,,,,,,,
R_sMs1ewsJiSxVYZj,,Asian,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_sOwPW6mHkcTR8CR,,,,,,"Latino, Hispanic, or Spanish",,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_spcB6pn5jtoETzr,,,European/Causasian,,,,,,,City,,
R_sSWFp1fQoAzPowp,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_sUtTxslrwH3dlW9,,,,,,,,,,,,
R_sYV2Kg8TfxOBSXn,African American or Black,,,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_TcmBu3KmwYMwqPf,,,,,,,,,,,,
R_tMq7M8EubzJqsHn,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_TnhPalFzY0ziNqx,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_To2RXgB4PN8IIAF,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_tSUJT6HN7inYQwN,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_TwpjOCimzoOQ5B7,,,,,,,,,,,,
R_Uaad3uTTIQW01vH,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_UDCy9lKfxhT8AwN,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_ufix5MYulZzdmPT,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_UhJuzGrF1mn5s6B,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_UlvU7Zl4rGHbwwV,,,,,,,,,,,,
R_V53Lf7bqyvMbU4N,,,,,,,,,,,,
R_vDGublilXimkiCl,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_VImU8WxaN1B9GXT,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_vjMsquAG8wmaU5H,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_vqcemCN9Vfzautj,,Asian,,,,,,,,Suburb,Do not actively practice a particular religion,
R_WDLgNGUHC4E0J2x,,,,,,,,,,,,
R_WxR0VvkZZshNN3b,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_x0nXAHWsnyt06sx,,,European/Causasian,,,"Latino, Hispanic, or Spanish",,,,Rural area,Spiritual practice not associated with a specific religion,
R_x4vPU5LtvMqHQgp,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_x9nraqjvTZ1Ka7T,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_xbWcO4t9tb8glQ5,,Asian,,,,,,,,Suburb,Do not actively practice a particular religion,
R_xf4jacGprQbtKJH,,,,,,,,,,,,
R_XhcBZ93vbII8asx,,Asian,,,,,,,,City,Do not actively practice a particular religion,
R_XiB3D5ViuMWCoFj,,,,,,"Latino, Hispanic, or Spanish",,,,City,"Christian (Catholic, Protestant, etc.)",
R_XLkJA6Wh3RgnGIp,,,,,,,,,,,,
R_xmUn2Tq1lLrMFLX,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_XUozxonl4lRgfL3,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_XXnmStgAizDicpj,,,European/Causasian,,,,,,,Rural area,Spiritual practice not associated with a specific religion,
R_Y94WXY2TsaAWphv,,,,,,,,,,,,
R_yCq6OUgMhuB87Yt,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_yIsdtnDnoWGiew9,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_ymslMO3yZY8xyeJ,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_yONX5lp9am6qtcB,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_YPopLc54jUiNVJL,,,European/Causasian,,,,,,,Suburb,Spiritual practice not associated with a specific religion,
R_yQOZZV8bq5XizSN,,,,,,,,,,,,
R_ywhcIHb2fj6VIaZ,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_ZCQMmAFrrhUHFe1,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_ZgZuQ3SqW3UQZdT,,Asian,,,,,,,,City,Do not actively practice a particular religion,
R_Zlt3NQytDpWJI9r,,,European/Causasian,,,,,,,Suburb,Other,Unitarian Universalist
R_zSEsp1C64mB8jvP,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_02NnT4tr0OWhvTH,,Asian,,,,,,,,Suburb,Do not actively practice a particular religion,
R_0cFfaVo7J21HlEl,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_0ieEWwQfSDiKAc9,,,,,,,,,,,,
R_0wzkTH3e9UKsHCN,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_10BL2UqLPcGdnpr,,Asian,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_10CTc2thY4xHIpM,African American or Black,,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_10HoXbQXb8yn3jL,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_10IzEMJWLfbvkxr,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_10ryvLNOpeHUsLy,,,European/Causasian,,,,,,,Rural area,Spiritual practice not associated with a specific religion,
R_10SDW6fjkWwtBeJ,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_10vzBoFtYedy0ho,African American or Black,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_128V0vPdd5Q33hI,,,,,,"Latino, Hispanic, or Spanish",,,,City,Do not actively practice a particular religion,
R_12eRV37q21TZNSo,African American or Black,,,,,,,,,City,Do not actively practice a particular religion,
R_12ye1SjoGDUGayf,,Asian,,,,,,,,Suburb,Do not actively practice a particular religion,
R_1BQQAKzdkV3yLud,,,European/Causasian,,,,,,,Rural area,Other,Atheistic with Christian influences
R_1BRUUC1iMqar1Jj,,,European/Causasian,,,,,,,City,Do not actively practice a particular religion,
R_1BSml44LV38vYhj,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1C4tH1WM3X40n1G,,,European/Causasian,,,,,,,City,Spiritual practice not associated with a specific religion,
R_1CeIW9oge9hTIe3,,,European/Causasian,,,,,,,City,Other,Atheist
R_1CKqxzOOCq1OAcr,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1cSuZBhdQVfK05Z,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_1cTxoGkNSdwzDRd,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_1CxShOTe2OebtFF,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1Cyl6UgWNbpmxRV,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1DAUuBASZaJAYp8,,,,,,,,,,,,
R_1DAVzmoga163WAZ,,,,,,,,,,,,
R_1DBDzVJOhPrvEIN,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1DC3ReBsWNpipMg,African American or Black,,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_1DD7DXtM1cm9GxM,,,European/Causasian,,,,,,,City,Spiritual practice not associated with a specific religion,
R_1diudX0YXPdO1jS,,,,,,"Latino, Hispanic, or Spanish",,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1DTIToMUaZY6zSP,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1DVhuJo7ud4GZUc,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_1Dwq74ZPcBt0bUh,,,European/Causasian,,,"Latino, Hispanic, or Spanish",,,,Suburb,Do not actively practice a particular religion,
R_1DXSujOfezWdrWA,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_1DXU8HrSK8Y8yok,,,,,,,,,,,,
R_1dzEakNijqU803Y,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1E7jUjf3kYQloNa,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_1eV6kBRkp3apu8Y,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1ewX1nX5DdeC2pD,African American or Black,,,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_1F8TxSdbQPtwqWx,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_1FeJwuQJ5cAM0lJ,,,European/Causasian,,,,,,,Rural area,Do not actively practice a particular religion,
R_1FErOgBUQMmFeKp,,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
R_1FnCSJndHoQxds0,,,European/Causasian,,,,,,,Rural area,"Christian (Catholic, Protestant, etc.)",
R_1FwDf0RNae1b5bh,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_1FwEHaReSlGhdGJ,,,European/Causasian,,,,,,,Suburb,"Christian (Catholic, Protestant, etc.)",
R_1g7QmCKW6XujaSH,,Asian,,,,,,,,City,Spiritual practice not associated with a specific religion,
R_1GBT2cmz1HlSGz8,,,European/Causasian,,,,,,,City,"Christian (Catholic, Protestant, etc.)",
R_1GCH891y2G6z4ws,African American or Black,,European/Causasian,,,,,,,Suburb,Do not actively practice a particular religion,
